Student_Name,Semester,Attendance,Assignment,Tutorial,Incourse,Final,GPA,Total_Marks,Risk_Status
Shibay Yadav,4th Year - Sem 1,24,10,17,31,52,4.0,110,Safe
Ahad Ali,1st Year - Sem 2,5,2,0,1,3,0.0,6,High Risk
Nadia Islam,3rd Year - Sem 2,15,7,15,26,39,3.25,87,Safe
Tashin Tuhin,3rd Year - Sem 2,12,8,13,26,37,3.0,84,Safe
Nadia Islam,2nd Year - Sem 1,23,9,20,37,54,4.0,120,Safe
Shibay Yadav,3rd Year - Sem 1,21,10,17,39,46,4.0,112,Safe
Karim Uddin,1st Year - Sem 1,3,4,1,8,24,0.0,37,High Risk
Shibay Yadav,1st Year - Sem 1,13,8,11,28,40,3.25,87,Safe
Tashin Tuhin,4th Year - Sem 2,2,0,2,18,5,0.0,25,High Risk
Tashin Tuhin,3rd Year - Sem 2,23,9,20,36,55,4.0,120,Safe
Tashin Tuhin,2nd Year - Sem 1,9,0,5,6,7,0.0,18,High Risk
Nadia Islam,4th Year - Sem 2,23,10,15,30,50,4.0,105,Safe
Karim Uddin,4th Year - Sem 1,24,8,17,33,60,4.0,118,Safe
Karim Uddin,2nd Year - Sem 2,20,10,17,32,47,4.0,106,Safe
Shibay Yadav,4th Year - Sem 2,21,8,17,32,54,4.0,111,Safe
Tashin Tuhin,3rd Year - Sem 2,20,9,19,40,52,4.0,120,Safe
Shibay Yadav,3rd Year - Sem 2,9,3,5,3,26,0.0,37,High Risk
Nadia Islam,3rd Year - Sem 1,21,10,19,35,48,4.0,112,Safe
Karim Uddin,1st Year - Sem 1,15,5,13,30,37,3.25,85,Safe
Nadia Islam,4th Year - Sem 1,23,8,17,32,45,3.75,102,Safe
Shibay Yadav,3rd Year - Sem 1,18,6,12,29,37,3.0,84,Safe
Shibay Yadav,4th Year - Sem 1,22,10,18,34,49,4.0,111,Safe
Ahad Ali,3rd Year - Sem 1,13,8,15,25,39,3.25,87,Safe
Ahad Ali,1st Year - Sem 1,20,7,14,27,45,3.5,93,Safe
Rakib Hasan,3rd Year - Sem 2,14,7,14,20,44,3.25,85,Safe
Tashin Tuhin,4th Year - Sem 2,12,6,15,21,45,3.25,87,Safe
Tashin Tuhin,4th Year - Sem 1,20,7,10,20,37,2.75,74,Medium Risk
Karim Uddin,4th Year - Sem 1,23,8,17,31,60,4.0,116,Safe
Nadia Islam,3rd Year - Sem 1,1,2,9,14,7,0.0,32,High Risk
Shibay Yadav,3rd Year - Sem 1,20,9,19,30,46,4.0,104,Safe
Ahad Ali,2nd Year - Sem 2,2,5,3,3,11,0.0,22,High Risk
Tashin Tuhin,4th Year - Sem 1,23,8,20,37,60,4.0,125,Safe
Shibay Yadav,4th Year - Sem 1,12,7,14,29,36,3.25,86,Safe
Karim Uddin,2nd Year - Sem 2,24,10,19,35,48,4.0,112,Safe
Tashin Tuhin,3rd Year - Sem 1,17,8,12,29,32,3.0,81,Safe
Ahad Ali,4th Year - Sem 1,21,9,17,31,55,4.0,112,Safe
Shibay Yadav,3rd Year - Sem 2,7,1,1,5,12,0.0,19,High Risk
Nadia Islam,4th Year - Sem 1,22,9,15,35,48,4.0,107,Safe
Shibay Yadav,1st Year - Sem 2,12,4,8,11,9,0.0,32,High Risk
Karim Uddin,2nd Year - Sem 1,23,10,20,35,50,4.0,115,Safe
Shibay Yadav,3rd Year - Sem 1,13,5,11,29,39,3.0,84,Safe
Ahad Ali,2nd Year - Sem 2,22,10,15,40,54,4.0,119,Safe
Shibay Yadav,1st Year - Sem 2,18,7,14,22,41,3.0,84,Safe
Rakib Hasan,1st Year - Sem 1,22,10,15,31,53,4.0,109,Safe
Tashin Tuhin,1st Year - Sem 1,23,10,18,38,45,4.0,111,Safe
Tashin Tuhin,4th Year - Sem 2,12,8,10,25,45,3.25,88,Safe
Nadia Islam,1st Year - Sem 1,21,10,20,37,47,4.0,114,Safe
Ahad Ali,4th Year - Sem 1,22,9,16,33,48,4.0,106,Safe
Nadia Islam,3rd Year - Sem 2,4,4,4,3,21,0.0,32,High Risk
Shibay Yadav,3rd Year - Sem 2,24,10,19,30,53,4.0,112,Safe
Rakib Hasan,2nd Year - Sem 1,16,6,13,20,35,2.75,74,Medium Risk
Karim Uddin,2nd Year - Sem 1,12,2,9,5,10,0.0,26,High Risk
Nadia Islam,1st Year - Sem 2,1,2,1,17,29,0.0,49,High Risk
Tashin Tuhin,3rd Year - Sem 2,23,10,20,36,55,4.0,121,Safe
Karim Uddin,4th Year - Sem 2,16,8,12,20,33,2.75,73,Medium Risk
Tashin Tuhin,3rd Year - Sem 2,17,6,11,20,31,2.5,68,Medium Risk
Tashin Tuhin,3rd Year - Sem 1,21,8,16,34,45,3.75,103,Safe
Shibay Yadav,2nd Year - Sem 2,0,2,5,1,2,0.0,10,High Risk
Nadia Islam,4th Year - Sem 1,24,10,18,36,60,4.0,124,Safe
Ahad Ali,1st Year - Sem 1,20,8,20,39,49,4.0,116,Safe
Karim Uddin,1st Year - Sem 2,18,6,13,20,44,3.0,83,Safe
Shibay Yadav,3rd Year - Sem 1,21,9,18,40,58,4.0,125,Safe
Shibay Yadav,4th Year - Sem 2,23,10,20,39,46,4.0,115,Safe
Rakib Hasan,2nd Year - Sem 2,24,9,20,31,55,4.0,115,Safe
Ahad Ali,2nd Year - Sem 2,24,10,16,31,48,4.0,105,Safe
Nadia Islam,1st Year - Sem 1,22,10,20,34,59,4.0,123,Safe
Rakib Hasan,2nd Year - Sem 1,22,8,18,39,49,4.0,114,Safe
Rakib Hasan,2nd Year - Sem 2,13,7,14,28,31,3.0,80,Safe
Ahad Ali,4th Year - Sem 2,20,8,11,27,34,3.0,80,Safe
Rakib Hasan,3rd Year - Sem 1,23,10,17,30,55,4.0,112,Safe
Karim Uddin,1st Year - Sem 1,6,5,2,1,0,0.0,8,High Risk
Nadia Islam,3rd Year - Sem 1,20,9,16,31,49,4.0,105,Safe
Nadia Islam,3rd Year - Sem 2,18,5,11,22,40,3.0,78,Safe
Rakib Hasan,2nd Year - Sem 2,15,8,14,20,42,3.0,84,Safe
Nadia Islam,3rd Year - Sem 2,22,8,20,34,50,4.0,112,Safe
Tashin Tuhin,1st Year - Sem 2,23,8,18,32,52,4.0,110,Safe
Ahad Ali,4th Year - Sem 1,16,5,15,24,32,2.75,76,Medium Risk
Ahad Ali,4th Year - Sem 2,20,10,18,35,47,4.0,110,Safe
Karim Uddin,3rd Year - Sem 2,23,9,20,35,53,4.0,117,Safe
Karim Uddin,4th Year - Sem 2,15,5,12,22,37,2.75,76,Medium Risk
Nadia Islam,3rd Year - Sem 2,20,10,19,34,60,4.0,123,Safe
Ahad Ali,1st Year - Sem 2,17,7,12,21,43,3.0,83,Safe
Karim Uddin,3rd Year - Sem 1,12,8,14,20,37,3.0,79,Safe
Tashin Tuhin,4th Year - Sem 1,12,6,11,29,37,3.0,83,Safe
Nadia Islam,2nd Year - Sem 1,21,9,17,40,54,4.0,120,Safe
Karim Uddin,1st Year - Sem 2,12,5,11,29,37,3.0,82,Safe
Karim Uddin,1st Year - Sem 1,24,9,15,37,46,4.0,107,Safe
Shibay Yadav,2nd Year - Sem 2,17,8,15,30,43,3.5,96,Safe
Shibay Yadav,2nd Year - Sem 1,20,8,20,33,51,4.0,112,Safe
Rakib Hasan,3rd Year - Sem 1,22,9,20,36,57,4.0,122,Safe
Tashin Tuhin,2nd Year - Sem 2,14,5,13,27,40,3.25,85,Safe
Ahad Ali,3rd Year - Sem 2,24,9,15,30,51,4.0,105,Safe
Rakib Hasan,2nd Year - Sem 1,12,8,10,22,42,3.0,82,Safe
Nadia Islam,1st Year - Sem 1,20,7,15,23,32,2.75,77,Medium Risk
Nadia Islam,2nd Year - Sem 1,12,5,14,24,43,3.25,86,Safe
Nadia Islam,4th Year - Sem 1,16,8,15,28,41,3.5,92,Safe
Shibay Yadav,3rd Year - Sem 2,22,10,19,36,56,4.0,121,Safe
Ahad Ali,2nd Year - Sem 1,20,8,16,37,51,4.0,112,Safe
Karim Uddin,4th Year - Sem 1,20,8,19,31,53,4.0,111,Safe
Karim Uddin,4th Year - Sem 1,22,8,16,31,45,3.75,100,Safe
Ahad Ali,3rd Year - Sem 2,20,8,14,28,40,3.25,90,Safe
Tashin Tuhin,2nd Year - Sem 2,5,0,5,17,26,0.0,48,High Risk
Tashin Tuhin,4th Year - Sem 2,13,7,14,26,43,3.25,90,Safe
Karim Uddin,1st Year - Sem 2,15,5,13,26,32,2.75,76,Medium Risk
Rakib Hasan,4th Year - Sem 1,22,10,18,37,57,4.0,122,Safe
Nadia Islam,3rd Year - Sem 2,23,9,17,37,55,4.0,118,Safe
Shibay Yadav,3rd Year - Sem 1,22,8,15,33,47,3.75,103,Safe
Rakib Hasan,4th Year - Sem 1,23,10,15,31,52,4.0,108,Safe
Karim Uddin,4th Year - Sem 1,9,4,3,12,10,0.0,29,High Risk
Rakib Hasan,3rd Year - Sem 1,20,6,10,29,42,3.25,87,Safe
Nadia Islam,1st Year - Sem 1,18,8,14,28,34,3.0,84,Safe
Ahad Ali,1st Year - Sem 2,18,5,15,22,43,3.25,85,Safe
Karim Uddin,2nd Year - Sem 2,14,6,15,29,45,3.5,95,Safe
Rakib Hasan,3rd Year - Sem 2,23,10,19,36,50,4.0,115,Safe
Tashin Tuhin,1st Year - Sem 2,15,7,14,24,35,3.0,80,Safe
Nadia Islam,3rd Year - Sem 1,20,8,18,37,50,4.0,113,Safe
Karim Uddin,4th Year - Sem 1,21,9,16,37,60,4.0,122,Safe
Karim Uddin,3rd Year - Sem 2,14,5,12,23,32,2.75,72,Medium Risk
Rakib Hasan,1st Year - Sem 1,21,8,18,31,49,4.0,106,Safe
Shibay Yadav,4th Year - Sem 1,7,2,8,3,6,0.0,19,High Risk
Tashin Tuhin,1st Year - Sem 2,14,5,10,25,40,3.0,80,Safe
Karim Uddin,4th Year - Sem 2,20,8,17,37,60,4.0,122,Safe
Rakib Hasan,2nd Year - Sem 2,18,5,14,23,38,3.0,80,Safe
Rakib Hasan,1st Year - Sem 2,0,2,8,16,29,2.0,55,High Risk
Rakib Hasan,4th Year - Sem 2,17,7,15,21,38,3.0,81,Safe
Ahad Ali,2nd Year - Sem 2,24,9,16,33,54,4.0,112,Safe
Tashin Tuhin,3rd Year - Sem 1,21,10,18,31,59,4.0,118,Safe
Tashin Tuhin,2nd Year - Sem 1,21,9,17,32,56,4.0,114,Safe
Nadia Islam,4th Year - Sem 2,16,8,12,27,43,3.25,90,Safe
Karim Uddin,3rd Year - Sem 2,22,9,16,36,57,4.0,118,Safe
Shibay Yadav,3rd Year - Sem 2,16,7,15,27,30,3.0,79,Safe
Rakib Hasan,4th Year - Sem 2,18,5,12,29,42,3.25,88,Safe
Rakib Hasan,4th Year - Sem 1,14,8,10,25,38,3.0,81,Safe
Tashin Tuhin,4th Year - Sem 2,20,7,14,28,40,3.25,89,Safe
Karim Uddin,3rd Year - Sem 2,23,10,15,31,45,3.75,101,Safe
Shibay Yadav,4th Year - Sem 2,16,8,13,22,37,3.0,80,Safe
Tashin Tuhin,4th Year - Sem 1,14,8,12,29,45,3.5,94,Safe
Nadia Islam,3rd Year - Sem 1,22,8,18,33,51,4.0,110,Safe
Nadia Islam,4th Year - Sem 1,22,9,16,37,57,4.0,119,Safe
Rakib Hasan,2nd Year - Sem 1,8,0,3,20,21,0.0,44,High Risk
Tashin Tuhin,3rd Year - Sem 1,24,9,18,32,47,4.0,106,Safe
Rakib Hasan,3rd Year - Sem 1,22,10,19,36,57,4.0,122,Safe
Karim Uddin,3rd Year - Sem 2,16,7,12,20,31,2.5,70,Medium Risk
Tashin Tuhin,2nd Year - Sem 1,23,9,20,35,46,4.0,110,Safe
Nadia Islam,4th Year - Sem 2,10,3,1,9,11,0.0,24,High Risk
Ahad Ali,3rd Year - Sem 2,14,6,15,20,31,2.75,72,Medium Risk
Shibay Yadav,1st Year - Sem 2,0,0,1,5,1,0.0,7,High Risk
Shibay Yadav,4th Year - Sem 1,15,7,13,29,38,3.25,87,Safe
Rakib Hasan,4th Year - Sem 1,20,10,18,40,57,4.0,125,Safe
Tashin Tuhin,2nd Year - Sem 1,18,5,12,29,33,3.0,79,Safe
Tashin Tuhin,3rd Year - Sem 2,23,9,16,39,45,4.0,109,Safe
Shibay Yadav,4th Year - Sem 2,0,4,8,9,27,0.0,48,High Risk
Rakib Hasan,4th Year - Sem 1,22,9,20,38,60,4.0,127,Safe
Nadia Islam,1st Year - Sem 2,23,9,18,40,58,4.0,125,Safe
Rakib Hasan,4th Year - Sem 2,4,1,5,18,28,2.0,52,High Risk
Karim Uddin,4th Year - Sem 2,12,7,11,24,34,2.75,76,Medium Risk
Tashin Tuhin,3rd Year - Sem 1,24,10,20,38,47,4.0,115,Safe
Ahad Ali,3rd Year - Sem 1,4,1,9,14,9,0.0,33,High Risk
Ahad Ali,1st Year - Sem 1,18,7,15,29,33,3.0,84,Safe
Tashin Tuhin,2nd Year - Sem 1,24,8,18,36,58,4.0,120,Safe
Ahad Ali,1st Year - Sem 2,15,5,13,27,45,3.25,90,Safe
Shibay Yadav,2nd Year - Sem 1,23,8,16,31,50,4.0,105,Safe
Karim Uddin,3rd Year - Sem 1,21,9,16,33,48,4.0,106,Safe
Rakib Hasan,2nd Year - Sem 1,24,8,20,34,57,4.0,119,Safe
Karim Uddin,3rd Year - Sem 2,21,9,18,39,53,4.0,119,Safe
Rakib Hasan,4th Year - Sem 1,21,9,19,32,55,4.0,115,Safe
Nadia Islam,1st Year - Sem 1,23,9,16,34,46,4.0,105,Safe
Shibay Yadav,1st Year - Sem 1,17,5,14,23,40,3.0,82,Safe
Rakib Hasan,1st Year - Sem 1,19,7,11,27,31,2.75,76,Medium Risk
Karim Uddin,1st Year - Sem 1,20,10,18,30,49,4.0,107,Safe
Ahad Ali,2nd Year - Sem 2,9,1,9,4,5,0.0,19,High Risk
Tashin Tuhin,1st Year - Sem 2,15,8,14,30,36,3.25,88,Safe
Nadia Islam,2nd Year - Sem 2,22,8,15,31,47,3.75,101,Safe
Shibay Yadav,4th Year - Sem 2,7,2,6,19,19,0.0,46,High Risk
Karim Uddin,3rd Year - Sem 1,16,5,11,25,44,3.25,85,Safe
Tashin Tuhin,2nd Year - Sem 1,23,9,18,37,55,4.0,119,Safe
Tashin Tuhin,1st Year - Sem 2,17,7,15,27,30,3.0,79,Safe
Shibay Yadav,4th Year - Sem 2,13,5,15,20,38,3.0,78,Safe
Rakib Hasan,3rd Year - Sem 2,2,2,1,20,10,0.0,33,High Risk
Ahad Ali,2nd Year - Sem 2,19,5,11,21,41,3.0,78,Safe
Nadia Islam,3rd Year - Sem 1,21,9,20,30,60,4.0,119,Safe
Karim Uddin,4th Year - Sem 1,24,9,19,32,55,4.0,115,Safe
Karim Uddin,4th Year - Sem 1,8,2,9,2,3,0.0,16,High Risk
Nadia Islam,3rd Year - Sem 1,2,3,6,12,0,0.0,21,High Risk
Shibay Yadav,2nd Year - Sem 2,22,9,16,36,47,4.0,108,Safe
Nadia Islam,4th Year - Sem 2,22,9,17,30,50,4.0,106,Safe
Ahad Ali,2nd Year - Sem 1,17,5,15,22,31,2.75,73,Medium Risk
Tashin Tuhin,3rd Year - Sem 1,18,7,14,22,39,3.0,82,Safe
Karim Uddin,4th Year - Sem 1,23,8,19,38,54,4.0,119,Safe
Shibay Yadav,2nd Year - Sem 2,20,10,16,38,52,4.0,116,Safe
Tashin Tuhin,1st Year - Sem 1,15,7,14,24,45,3.25,90,Safe
Nadia Islam,2nd Year - Sem 1,20,10,20,30,47,4.0,107,Safe
Rakib Hasan,2nd Year - Sem 1,15,5,15,29,38,3.25,87,Safe
Nadia Islam,1st Year - Sem 2,17,5,15,23,43,3.25,86,Safe
Ahad Ali,3rd Year - Sem 1,20,8,19,30,46,3.75,103,Safe
Shibay Yadav,1st Year - Sem 2,21,10,15,34,49,4.0,108,Safe
Karim Uddin,1st Year - Sem 2,15,7,13,30,39,3.25,89,Safe
Shibay Yadav,2nd Year - Sem 2,11,4,3,15,24,0.0,46,High Risk
Karim Uddin,4th Year - Sem 2,14,8,14,24,44,3.25,90,Safe
Rakib Hasan,4th Year - Sem 2,1,4,8,3,15,0.0,30,High Risk
Tashin Tuhin,2nd Year - Sem 2,2,0,9,5,25,0.0,39,High Risk
Nadia Islam,3rd Year - Sem 1,17,8,11,20,40,3.0,79,Safe
Karim Uddin,2nd Year - Sem 2,15,6,11,26,38,3.0,81,Safe
Rakib Hasan,4th Year - Sem 1,19,6,14,23,44,3.25,87,Safe
Ahad Ali,4th Year - Sem 2,20,5,10,29,34,3.0,78,Safe
Shibay Yadav,4th Year - Sem 1,16,5,10,25,33,2.75,73,Medium Risk
Ahad Ali,1st Year - Sem 1,18,8,13,23,37,3.0,81,Safe
Nadia Islam,3rd Year - Sem 2,19,6,14,28,30,3.0,78,Safe
Ahad Ali,3rd Year - Sem 1,19,6,15,27,33,3.0,81,Safe
Tashin Tuhin,4th Year - Sem 2,15,7,10,28,39,3.0,84,Safe
Nadia Islam,2nd Year - Sem 2,17,6,10,22,39,2.75,77,Medium Risk
Rakib Hasan,4th Year - Sem 2,21,10,20,30,57,4.0,117,Safe
Rakib Hasan,2nd Year - Sem 2,12,3,0,9,21,0.0,33,High Risk
Ahad Ali,2nd Year - Sem 1,12,4,6,0,8,0.0,18,High Risk
Rakib Hasan,3rd Year - Sem 2,21,9,20,37,45,4.0,111,Safe
Ahad Ali,1st Year - Sem 1,10,5,3,20,22,0.0,50,High Risk
Karim Uddin,4th Year - Sem 1,17,7,14,27,42,3.25,90,Safe
Shibay Yadav,4th Year - Sem 2,24,9,16,32,51,4.0,108,Safe
Karim Uddin,2nd Year - Sem 1,20,6,15,29,31,3.0,81,Safe
Rakib Hasan,2nd Year - Sem 1,17,8,11,30,36,3.25,85,Safe
Tashin Tuhin,4th Year - Sem 2,16,5,10,22,35,2.75,72,Medium Risk
Shibay Yadav,1st Year - Sem 1,22,9,17,30,52,4.0,108,Safe
Ahad Ali,1st Year - Sem 1,20,5,15,22,33,2.75,75,Medium Risk
Shibay Yadav,2nd Year - Sem 2,3,4,9,5,11,0.0,29,High Risk
Ahad Ali,2nd Year - Sem 2,21,8,15,39,59,4.0,121,Safe
Tashin Tuhin,3rd Year - Sem 1,21,10,19,36,49,4.0,114,Safe
Nadia Islam,4th Year - Sem 1,0,4,6,14,20,0.0,44,High Risk
Tashin Tuhin,3rd Year - Sem 1,22,10,17,31,57,4.0,115,Safe
Ahad Ali,2nd Year - Sem 2,15,8,10,30,39,3.25,87,Safe
Shibay Yadav,4th Year - Sem 1,16,6,13,22,32,2.75,73,Medium Risk
Rakib Hasan,4th Year - Sem 1,12,7,12,27,33,3.0,79,Safe
Rakib Hasan,4th Year - Sem 2,23,9,19,33,48,4.0,109,Safe
Nadia Islam,2nd Year - Sem 1,15,5,14,23,41,3.0,83,Safe
Karim Uddin,3rd Year - Sem 1,24,10,20,35,53,4.0,118,Safe
Tashin Tuhin,1st Year - Sem 2,24,9,19,34,52,4.0,114,Safe
Karim Uddin,2nd Year - Sem 2,6,5,3,18,2,0.0,28,High Risk
Karim Uddin,3rd Year - Sem 1,18,6,15,22,41,3.0,84,Safe
Ahad Ali,4th Year - Sem 2,15,7,12,25,34,3.0,78,Safe
Tashin Tuhin,2nd Year - Sem 2,24,9,19,35,60,4.0,123,Safe
Karim Uddin,3rd Year - Sem 2,21,8,19,30,45,3.75,102,Safe
Nadia Islam,3rd Year - Sem 2,15,7,11,27,41,3.25,86,Safe
Rakib Hasan,1st Year - Sem 2,12,8,10,27,34,3.0,79,Safe
Karim Uddin,4th Year - Sem 2,20,8,19,30,57,4.0,114,Safe
Rakib Hasan,4th Year - Sem 1,14,5,12,29,34,3.0,80,Safe
Karim Uddin,3rd Year - Sem 1,14,8,12,26,44,3.25,90,Safe
Tashin Tuhin,4th Year - Sem 1,22,9,17,33,59,4.0,118,Safe
Tashin Tuhin,2nd Year - Sem 1,19,7,15,26,45,3.5,93,Safe
Ahad Ali,2nd Year - Sem 1,15,7,13,22,36,3.0,78,Safe
Shibay Yadav,4th Year - Sem 1,24,10,20,39,59,4.0,128,Safe
Shibay Yadav,3rd Year - Sem 2,21,8,16,31,50,4.0,105,Safe
Nadia Islam,2nd Year - Sem 2,24,9,17,36,47,4.0,109,Safe
Ahad Ali,4th Year - Sem 2,17,5,15,29,38,3.25,87,Safe
Rakib Hasan,3rd Year - Sem 2,4,0,3,5,8,0.0,16,High Risk
Tashin Tuhin,2nd Year - Sem 1,20,6,13,22,38,3.0,79,Safe
Ahad Ali,3rd Year - Sem 1,10,2,2,0,15,0.0,19,High Risk
Rakib Hasan,1st Year - Sem 1,6,4,3,1,10,0.0,18,High Risk
Nadia Islam,1st Year - Sem 2,20,8,17,33,60,4.0,118,Safe
Ahad Ali,3rd Year - Sem 1,1,5,7,1,26,0.0,39,High Risk
Rakib Hasan,3rd Year - Sem 2,10,3,5,3,3,0.0,14,High Risk
Shibay Yadav,4th Year - Sem 1,23,10,20,36,50,4.0,116,Safe
Ahad Ali,4th Year - Sem 2,20,8,18,34,55,4.0,115,Safe
Shibay Yadav,1st Year - Sem 1,18,8,12,22,38,3.0,80,Safe
Rakib Hasan,3rd Year - Sem 1,22,9,19,36,50,4.0,114,Safe
Tashin Tuhin,1st Year - Sem 2,17,5,10,24,34,2.75,73,Medium Risk
Nadia Islam,3rd Year - Sem 1,17,5,12,27,39,3.0,83,Safe
Karim Uddin,2nd Year - Sem 2,13,7,15,24,37,3.0,83,Safe
Rakib Hasan,1st Year - Sem 1,19,7,13,30,35,3.25,85,Safe
Shibay Yadav,2nd Year - Sem 1,19,8,10,29,34,3.0,81,Safe
Nadia Islam,3rd Year - Sem 2,24,9,15,33,50,4.0,107,Safe
Tashin Tuhin,2nd Year - Sem 1,17,8,13,22,40,3.0,83,Safe
Tashin Tuhin,3rd Year - Sem 2,10,5,9,2,29,0.0,45,High Risk
Tashin Tuhin,3rd Year - Sem 2,0,3,9,2,29,0.0,43,High Risk
Karim Uddin,2nd Year - Sem 2,23,8,15,35,58,4.0,116,Safe
Shibay Yadav,4th Year - Sem 2,2,2,3,12,5,0.0,22,High Risk
Ahad Ali,1st Year - Sem 1,19,6,10,27,42,3.25,85,Safe
Shibay Yadav,2nd Year - Sem 2,0,0,9,2,28,0.0,39,High Risk
Tashin Tuhin,2nd Year - Sem 2,16,6,11,26,38,3.0,81,Safe
Tashin Tuhin,2nd Year - Sem 2,23,10,17,36,53,4.0,116,Safe
Nadia Islam,3rd Year - Sem 1,14,5,13,26,31,2.75,75,Medium Risk
Rakib Hasan,3rd Year - Sem 1,22,9,17,40,49,4.0,115,Safe
Ahad Ali,4th Year - Sem 1,21,8,16,37,45,4.0,106,Safe
Ahad Ali,2nd Year - Sem 1,18,6,12,28,42,3.25,88,Safe
Shibay Yadav,2nd Year - Sem 2,16,5,11,22,33,2.5,71,Medium Risk
Karim Uddin,1st Year - Sem 2,24,10,17,39,59,4.0,125,Safe
Karim Uddin,4th Year - Sem 1,20,8,20,34,48,4.0,110,Safe
Ahad Ali,4th Year - Sem 1,20,10,15,31,50,4.0,106,Safe
Ahad Ali,3rd Year - Sem 1,23,8,17,38,50,4.0,113,Safe
Rakib Hasan,3rd Year - Sem 1,22,9,15,32,48,4.0,104,Safe
Shibay Yadav,3rd Year - Sem 1,15,8,10,27,30,2.75,75,Medium Risk
Shibay Yadav,4th Year - Sem 2,12,8,11,26,40,3.25,85,Safe
Shibay Yadav,1st Year - Sem 1,22,10,20,33,54,4.0,117,Safe
Tashin Tuhin,4th Year - Sem 2,12,7,12,27,34,3.0,80,Safe
Karim Uddin,4th Year - Sem 2,20,8,11,24,30,2.75,73,Medium Risk
Karim Uddin,2nd Year - Sem 2,21,10,16,39,58,4.0,123,Safe
Rakib Hasan,2nd Year - Sem 1,23,9,20,33,49,4.0,111,Safe
Rakib Hasan,1st Year - Sem 2,23,8,16,40,54,4.0,118,Safe
Karim Uddin,1st Year - Sem 1,12,7,12,21,32,2.75,72,Medium Risk
Rakib Hasan,1st Year - Sem 1,20,6,11,27,38,3.0,82,Safe
Ahad Ali,1st Year - Sem 1,7,4,3,20,3,0.0,30,High Risk
Nadia Islam,4th Year - Sem 2,4,2,1,7,16,0.0,26,High Risk
Ahad Ali,3rd Year - Sem 1,23,10,16,38,59,4.0,123,Safe
Tashin Tuhin,4th Year - Sem 2,24,8,18,36,53,4.0,115,Safe
Ahad Ali,4th Year - Sem 2,19,6,10,20,36,2.75,72,Medium Risk
Nadia Islam,1st Year - Sem 2,23,10,16,34,54,4.0,114,Safe
Ahad Ali,3rd Year - Sem 1,16,5,15,20,35,2.75,75,Medium Risk
Tashin Tuhin,2nd Year - Sem 1,4,1,9,15,28,2.0,53,High Risk
Tashin Tuhin,3rd Year - Sem 1,16,6,12,27,30,2.75,75,Medium Risk
Ahad Ali,3rd Year - Sem 2,14,8,14,29,34,3.25,85,Safe
Shibay Yadav,1st Year - Sem 2,15,7,12,21,44,3.0,84,Safe
Rakib Hasan,4th Year - Sem 1,23,10,15,31,50,4.0,106,Safe
Nadia Islam,2nd Year - Sem 2,20,6,14,30,38,3.25,88,Safe
Rakib Hasan,2nd Year - Sem 2,20,8,15,40,54,4.0,117,Safe
Tashin Tuhin,3rd Year - Sem 1,24,9,19,38,59,4.0,125,Safe
Ahad Ali,3rd Year - Sem 2,20,10,15,32,59,4.0,116,Safe
Nadia Islam,2nd Year - Sem 1,2,2,3,11,30,0.0,46,High Risk
Rakib Hasan,1st Year - Sem 2,14,6,13,29,39,3.25,87,Safe
Rakib Hasan,4th Year - Sem 1,21,10,20,30,56,4.0,116,Safe
Karim Uddin,1st Year - Sem 1,10,4,9,0,4,0.0,17,High Risk
Ahad Ali,3rd Year - Sem 2,18,5,12,25,30,2.75,72,Medium Risk
Karim Uddin,2nd Year - Sem 2,15,7,14,23,39,3.0,83,Safe
Nadia Islam,3rd Year - Sem 2,2,4,10,14,2,0.0,30,High Risk
Rakib Hasan,4th Year - Sem 2,16,5,11,29,30,2.75,75,Medium Risk
Karim Uddin,3rd Year - Sem 2,21,10,19,33,58,4.0,120,Safe
Ahad Ali,3rd Year - Sem 1,2,5,10,6,1,0.0,22,High Risk
Shibay Yadav,4th Year - Sem 2,22,10,17,39,55,4.0,121,Safe
Shibay Yadav,3rd Year - Sem 1,11,4,0,14,6,0.0,24,High Risk
Rakib Hasan,1st Year - Sem 2,20,8,17,31,55,4.0,111,Safe
Nadia Islam,3rd Year - Sem 1,17,6,11,29,40,3.25,86,Safe
Nadia Islam,1st Year - Sem 1,20,7,14,24,41,3.25,86,Safe
Tashin Tuhin,1st Year - Sem 1,23,9,20,40,45,4.0,114,Safe
Tashin Tuhin,4th Year - Sem 1,22,9,16,37,59,4.0,121,Safe
Ahad Ali,2nd Year - Sem 2,21,8,19,32,48,4.0,107,Safe
Shibay Yadav,3rd Year - Sem 1,22,10,16,36,51,4.0,113,Safe
Tashin Tuhin,2nd Year - Sem 1,18,6,15,22,31,2.75,74,Medium Risk
Shibay Yadav,2nd Year - Sem 2,20,8,11,23,35,2.75,77,Medium Risk
Tashin Tuhin,2nd Year - Sem 1,24,8,19,36,55,4.0,118,Safe
Rakib Hasan,2nd Year - Sem 2,15,8,15,25,45,3.5,93,Safe
Karim Uddin,1st Year - Sem 1,21,10,16,39,46,4.0,111,Safe
Rakib Hasan,2nd Year - Sem 2,3,5,1,5,3,0.0,14,High Risk
Shibay Yadav,3rd Year - Sem 1,14,5,12,22,31,2.5,70,Medium Risk
Nadia Islam,2nd Year - Sem 2,12,5,12,26,38,3.0,81,Safe
Shibay Yadav,3rd Year - Sem 1,20,5,10,24,44,3.0,83,Safe
